date,attributedSalesSameSku1d,campaignBiddingStrategy,unitsSoldClicks1d,attributedSalesSameSku7d,topOfSearchImpressionShare,attributedSalesSameSku14d,royaltyQualifiedBorrows,sales1d,sales7d,addToList,campaignRuleBasedBudgetAmount,attributedSalesSameSku30d,kindleEditionNormalizedPagesRoyalties14d,purchasesSameSku14d,spend,purchasesSameSku1d,campaignBudgetType,unitsSoldSameSku1d,campaignStatus,purchases1d,purchasesSameSku7d,unitsSoldSameSku7d,campaignBudgetAmount,purchases7d,unitsSoldSameSku30d,cost,costPerClick,unitsSoldClicks14d,campaignId,sales14d,clickThroughRate,sales30d,impressions,kindleEditionNormalizedPagesRead14d,campaignApplicableBudgetRuleName,purchasesSameSku30d,purchases14d,unitsSoldClicks30d,qualifiedBorrows,campaignBudgetCurrencyCode,purchases30d,campaignApplicableBudgetRuleId,clicks,campaignName,unitsSoldSameSku14d,unitsSoldClicks7d
2026-03-01,0.0,legacy,0,0.0,,0.0,0,0.0,0.0,0,,0.0,0,0,0.0,0,DAILY_BUDGET,0,ENABLED,0,0,0,80.0,0,0,0.0,0.0,0,140919512910572,0.0,,0.0,0,0,,0,0,0,0,EUR,0,,0,bsd_f25qc_f27qc_jay.kim_0704,0,0
2026-03-01,0.0,legacy,0,0.0,,0.0,0,0.0,0.0,0,,0.0,0,0,0.0,0,DAILY_BUDGET,0,ENABLED,0,0,0,30.0,0,0,0.0,0.0,0,255688041842966,0.0,,0.0,0,0,,0,0,0,0,EUR,0,,0,ads2_y6prime_imprtest_0705,0,0
2026-03-01,0.0,legacy,0,0.0,,0.0,0,0.0,0.0,0,,0.0,0,0,0.0,0,DAILY_BUDGET,0,ENABLED,0,0,0,30.0,0,0,0.0,0.0,0,208594277467782,0.0,,0.0,0,0,,0,0,0,0,EUR,0,,0,NBS1_iph8_glitterrose_Davidkim_0709,0,0
2026-03-01,0.0,legacy,0,0.0,,0.0,0,0.0,0.0,0,,0.0,0,0,0.0,0,DAILY_BUDGET,0,ENABLED,0,0,0,20.0,0,0,0.0,0.0,0,126504404815903,0.0,,0.0,0,0,,0,0,0,0,EUR,0,,0,nbs11_huaweip20lite_glittercrystal_davidkim_0716,0,0
2026-03-01,0.0,legacy,0,0.0,,0.0,0,0.0,0.0,0,,0.0,0,0,0.0,0,DAILY_BUDGET,0,ENABLED,0,0,0,50.0,0,0,0.0,0.0,0,260959183834878,0.0,,0.0,0,0,,0,0,0,0,EUR,0,,0,bsd1_f302w_sean_0710,0,0
2026-03-01,0.0,legacy,0,0.0,,0.0,0,0.0,0.0,0,,0.0,0,0,0.0,0,DAILY_BUDGET,0,ENABLED,0,0,0,100.0,0,0,0.0,0.0,0,197310906280692,0.0,,0.0,0,0,,0,0,0,0,EUR,0,,0,ads2_iPX_UH_Black_Jinny_0710,0,0
2026-03-01,0.0,legacy,0,0.0,,0.0,0,0.0,0.0,0,,0.0,0,0,0.0,0,DAILY_BUDGET,0,ENABLED,0,0,0,50.0,0,0,0.0,0.0,0,176234522596510,0.0,,0.0,0,0,,0,0,0,0,EUR,0,,0,NBS1_iph7_glitterrose_Davidkim_0710,0,0
2026-03-01,0.0,legacy,0,0.0,,0.0,0,0.0,0.0,0,,0.0,0,0,0.0,0,DAILY_BUDGET,0,ENABLED,0,0,0,30.0,0,0,0.0,0.0,0,221546928085494,0.0,,0.0,0,0,,0,0,0,0,EUR,0,,0,NBS1_huaweip20lite_glittercrystal_Davidkim_0711,0,0
2026-03-01,0.0,legacy,0,0.0,,0.0,0,0.0,0.0,0,,0.0,0,0,0.0,0,DAILY_BUDGET,0,ENABLED,0,0,0,50.0,0,0,0.0,0.0,0,101760144479054,0.0,,0.0,0,0,,0,0,0,0,EUR,0,,0,bsd1_f303w_sean_0716,0,0
2026-03-01,0.0,legacy,0,0.0,,0.0,0,0.0,0.0,0,,0.0,0,0,0.0,0,DAILY_BUDGET,0,ENABLED,0,0,0,50.0,0,0,0.0,0.0,0,253267840962534,0.0,,0.0,0,0,,0,0,0,0,EUR,0,,0,NBS1_galaxynote8_glittercrystal_davidkim_0710,0,0
2026-03-01,0.0,legacy,0,0.0,,0.0,0,0.0,0.0,0,,0.0,0,0,0.0,0,DAILY_BUDGET,0,ENABLED,0,0,0,70.0,0,0,0.0,0.0,0,108917705748289,0.0,,0.0,0,0,,0,0,0,0,EUR,0,,0,ads2_iP6S_LA_Jinny_0718,0,0
2026-03-01,0.0,legacy,0,0.0,,0.0,0,0.0,0.0,0,,0.0,0,0,0.0,0,DAILY_BUDGET,0,ENABLED,0,0,0,50.0,0,0,0.0,0.0,0,200989397909737,0.0,,0.0,0,0,,0,0,0,0,EUR,0,,0,NBS1_iphx_glitterrose_Davidkim_0710,0,0
2026-03-01,0.0,legacy,0,0.0,,0.0,0,0.0,0.0,0,,0.0,0,0,0.0,0,DAILY_BUDGET,0,ENABLED,0,0,0,20.0,0,0,0.0,0.0,0,23816901502348,0.0,,0.0,0,0,,0,0,0,0,EUR,0,,0,NBS1_galaxya52017_glittercrystal_davidkim_0711,0,0
2026-03-01,0.0,legacy,0,0.0,,0.0,0,0.0,0.0,0,,0.0,0,0,0.0,0,DAILY_BUDGET,0,ENABLED,0,0,0,50.0,0,0,0.0,0.0,0,35227309300281,0.0,,0.0,0,0,,0,0,0,0,EUR,0,,0,BSD2_Lcho_C10i3(ladekabel - Phrase)_0712,0,0
2026-03-01,0.0,legacy,0,0.0,,0.0,0,0.0,0.0,0,,0.0,0,0,0.0,0,DAILY_BUDGET,0,ENABLED,0,0,0,20.0,0,0,0.0,0.0,0,54602870018671,0.0,,0.0,0,0,,0,0,0,0,EUR,0,,0,nbs1_huaweip20lite_glittercrystal_davidkim_0719,0,0
2026-03-01,0.0,legacy,0,0.0,,0.0,0,0.0,0.0,0,,0.0,0,0,0.0,0,DAILY_BUDGET,0,ENABLED,0,0,0,20.0,0,0,0.0,0.0,0,222253825334227,0.0,,0.0,0,0,,0,0,0,0,EUR,0,,0,nbs1_iphone7_liquidair_davidkim_0724_test,0,0
2026-03-01,0.0,legacy,0,0.0,,0.0,0,0.0,0.0,0,,0.0,0,0,0.0,0,DAILY_BUDGET,0,ENABLED,0,0,0,20.0,0,0,0.0,0.0,0,25925843169259,0.0,,0.0,0,0,,0,0,0,0,EUR,0,,0,nbs1_galaxynote8_liquidair_davidkim_0724_test,0,0
2026-03-01,0.0,legacy,0,0.0,,0.0,0,0.0,0.0,0,,0.0,0,0,0.0,0,DAILY_BUDGET,0,ENABLED,0,0,0,50.0,0,0,0.0,0.0,0,173138999381682,0.0,,0.0,0,0,,0,0,0,0,EUR,0,,0,ads2_galaxya6_wallets_jinny_0725,0,0
2026-03-01,0.0,legacy,0,0.0,,0.0,0,0.0,0.0,0,,0.0,0,0,0.0,0,DAILY_BUDGET,0,ENABLED,0,0,0,20.0,0,0,0.0,0.0,0,207867913438236,0.0,,0.0,0,0,,0,0,0,0,EUR,0,,0,nbs1_iphonex_thinfitblack_davidkim_0724_test,0,0
2026-03-01,0.0,legacy,0,0.0,,0.0,0,0.0,0.0,0,,0.0,0,0,0.0,0,DAILY_BUDGET,0,ENABLED,0,0,0,20.0,0,0,0.0,0.0,0,138222692570707,0.0,,0.0,0,0,,0,0,0,0,EUR,0,,0,nbs1_iphonex_liquidair_davidkim_0724_test,0,0
2026-03-01,0.0,legacy,0,0.0,,0.0,0,0.0,0.0,0,,0.0,0,0,0.0,0,DAILY_BUDGET,0,ENABLED,0,0,0,20.0,0,0,0.0,0.0,0,184137392147849,0.0,,0.0,0,0,,0,0,0,0,EUR,0,,0,nbs1_iphone8_thinfitblack_davidkim_0723_test,0,0
2026-03-01,0.0,legacy,0,0.0,,0.0,0,0.0,0.0,0,,0.0,0,0,0.0,0,DAILY_BUDGET,0,ENABLED,0,0,0,20.0,0,0,0.0,0.0,0,117667393312894,0.0,,0.0,0,0,,0,0,0,0,EUR,0,,0,nbs1_galaxys9_thinfitblack_davidkim_0723_test,0,0
2026-03-01,0.0,legacy,0,0.0,,0.0,0,0.0,0.0,0,,0.0,0,0,0.0,0,DAILY_BUDGET,0,ENABLED,0,0,0,20.0,0,0,0.0,0.0,0,25377456496299,0.0,,0.0,0,0,,0,0,0,0,EUR,0,,0,nbs1_galaxys9_liquidair_davidkim_0723_test,0,0
2026-03-01,0.0,legacy,0,0.0,,0.0,0,0.0,0.0,0,,0.0,0,0,0.0,0,DAILY_BUDGET,0,ENABLED,0,0,0,20.0,0,0,0.0,0.0,0,225834979174564,0.0,,0.0,0,0,,0,0,0,0,EUR,0,,0,nbs1_iphone7_thinfitblack_davidkim_0724_test,0,0
2026-03-01,0.0,legacy,0,0.0,,0.0,0,0.0,0.0,0,,0.0,0,0,0.0,0,DAILY_BUDGET,0,ENABLED,0,0,0,20.0,0,0,0.0,0.0,0,78676193509751,0.0,,0.0,0,0,,0,0,0,0,EUR,0,,0,nbs1_galaxynote8_thinfitblack_davidkim_0724_test,0,0
2026-03-01,0.0,legacy,0,0.0,,0.0,0,0.0,0.0,0,,0.0,0,0,0.0,0,DAILY_BUDGET,0,ENABLED,0,0,0,20.0,0,0,0.0,0.0,0,17754471057316,0.0,,0.0,0,0,,0,0,0,0,EUR,0,,0,nbs1_iphone8_liquidair_davidkim_0723_test,0,0
2026-03-01,0.0,legacy,0,0.0,,0.0,0,0.0,0.0,0,,0.0,0,0,0.0,0,DAILY_BUDGET,0,ENABLED,0,0,0,60.0,0,0,0.0,0.0,0,120289970648068,0.0,,0.0,0,0,,0,0,0,0,EUR,0,,0,ads2_iP6S_LA_jinny_0725,0,0
2026-03-01,0.0,legacy,0,0.0,,0.0,0,0.0,0.0,0,,0.0,0,0,0.0,0,DAILY_BUDGET,0,ENABLED,0,0,0,30.0,0,0,0.0,0.0,0,238281503518150,0.0,,0.0,0,0,,0,0,0,0,EUR,0,,0,Ads2_a600_cc_stella_0728,0,0
2026-03-01,0.0,legacy,0,0.0,,0.0,0,0.0,0.0,0,,0.0,0,0,0.0,0,DAILY_BUDGET,0,ENABLED,0,0,0,50.0,0,0,0.0,0.0,0,141101323423495,0.0,,0.0,0,0,,0,0,0,0,EUR,0,,0,ads2_galaxya6plus_LA_jinny_0726,0,0
2026-03-01,0.0,legacy,0,0.0,,0.0,0,0.0,0.0,0,,0.0,0,0,0.0,0,DAILY_BUDGET,0,ENABLED,0,0,0,20.0,0,0,0.0,0.0,0,22731806001894,0.0,,0.0,0,0,,0,0,0,0,EUR,0,,0,ads2_iPX_TF_test_jinny_0727,0,0
2026-03-01,0.0,legacy,0,0.0,,0.0,0,0.0,0.0,0,,0.0,0,0,0.0,0,DAILY_BUDGET,0,ENABLED,0,0,0,50.0,0,0,0.0,0.0,0,179686338320124,0.0,,0.0,0,0,,0,0,0,0,EUR,0,,0,ads2_iPX_UH_Black_jinny_0728,0,0
2026-03-01,0.0,legacy,0,0.0,,0.0,0,0.0,0.0,0,,0.0,0,0,0.0,0,DAILY_BUDGET,0,ENABLED,0,0,0,30.0,0,0,0.0,0.0,0,140939697813571,0.0,,0.0,0,0,,0,0,0,0,EUR,0,,0,ads2_galaxya6plus_LA_jinny_0731,0,0
2026-03-01,0.0,legacy,0,0.0,,0.0,0,0.0,0.0,0,,0.0,0,0,0.0,0,DAILY_BUDGET,0,ENABLED,0,0,0,20.0,0,0,0.0,0.0,0,253696255874822,0.0,,0.0,0,0,,0,0,0,0,EUR,0,,0,ads2_galaxya6_wallets_jinny_0731,0,0
2026-03-01,0.0,legacy,0,0.0,,0.0,0,0.0,0.0,0,,0.0,0,0,0.0,0,DAILY_BUDGET,0,ENABLED,0,0,0,15.0,0,0,0.0,0.0,0,39528185672768,0.0,,0.0,0,0,,0,0,0,0,EUR,0,,0,ads2_iPX_TF_Black_jinny_0731,0,0
2026-03-01,0.0,legacy,0,0.0,,0.0,0,0.0,0.0,0,,0.0,0,0,0.0,0,DAILY_BUDGET,0,ENABLED,0,0,0,30.0,0,0,0.0,0.0,0,13528883624164,0.0,,0.0,0,0,,0,0,0,0,EUR,0,,0,ads2_galaxyj5_LC_Jinny_0801,0,0
2026-03-01,0.0,legacy,0,0.0,,0.0,0,0.0,0.0,0,,0.0,0,0,0.0,0,DAILY_BUDGET,0,ENABLED,0,0,0,50.0,0,0,0.0,0.0,0,250605700476915,0.0,,0.0,0,0,,0,0,0,0,EUR,0,,0,BS2_lcho_F27Q(samsung kfz ladegerät - exact)_0731,0,0
2026-03-01,0.0,legacy,0,0.0,,0.0,0,0.0,0.0,0,,0.0,0,0,0.0,0,DAILY_BUDGET,0,ENABLED,0,0,0,50.0,0,0,0.0,0.0,0,171132004522001,0.0,,0.0,0,0,,0,0,0,0,EUR,0,,0,BS2_lcho_C10i3 BK(iphone 8 ladekabel - Exact)_0731,0,0
2026-03-01,0.0,legacy,0,0.0,,0.0,0,0.0,0.0,0,,0.0,0,0,0.0,0,DAILY_BUDGET,0,ENABLED,0,0,0,20.0,0,0,0.0,0.0,0,107213442607623,0.0,,0.0,0,0,,0,0,0,0,EUR,0,,0,ads2_galaxya6plus_LA_jinny_0807,0,0
2026-03-01,0.0,legacy,0,0.0,,0.0,0,0.0,0.0,0,,0.0,0,0,0.0,0,DAILY_BUDGET,0,ENABLED,0,0,0,30.0,0,0,0.0,0.0,0,263641164456079,0.0,,0.0,0,0,,0,0,0,0,EUR,0,,0,ads2_galaxyj5_LC_jinny_0806,0,0
2026-03-01,0.0,legacy,0,0.0,,0.0,0,0.0,0.0,0,,0.0,0,0,0.0,0,DAILY_BUDGET,0,ENABLED,0,0,0,50.0,0,0,0.0,0.0,0,77866063596410,0.0,,0.0,0,0,,0,0,0,0,EUR,0,,0,ads2_huawei p20 lite fc glass_sypark_0806,0,0
2026-03-01,0.0,legacy,0,0.0,,0.0,0,0.0,0.0,0,,0.0,0,0,0.0,0,DAILY_BUDGET,0,ENABLED,0,0,0,50.0,0,0,0.0,0.0,0,228638781536528,0.0,,0.0,0,0,,0,0,0,0,EUR,0,,0,ads2_iP6S_LA_Jinny_0809,0,0
2026-03-01,0.0,legacy,0,0.0,,0.0,0,0.0,0.0,0,,0.0,0,0,0.0,0,DAILY_BUDGET,0,ENABLED,0,0,0,50.0,0,0,0.0,0.0,0,268399126025835,0.0,,0.0,0,0,,0,0,0,0,EUR,0,,0,ads2_iP6S_LA_Jinny_0816,0,0
2026-03-01,0.0,legacy,0,0.0,,0.0,0,0.0,0.0,0,,0.0,0,0,0.0,0,DAILY_BUDGET,0,ENABLED,0,0,0,20.0,0,0,0.0,0.0,0,51463952374124,0.0,,0.0,0,0,,0,0,0,0,EUR,0,,0,ads2_galaxya8_uh_black_jinny_0820,0,0
2026-03-01,0.0,legacy,0,0.0,,0.0,0,0.0,0.0,0,,0.0,0,0,0.0,0,DAILY_BUDGET,0,ENABLED,0,0,0,20.0,0,0,0.0,0.0,0,7159392751993,0.0,,0.0,0,0,,0,0,0,0,EUR,0,,0,ads2_spv2_gm_stella_0816_impr,0,0
2026-03-01,0.0,legacy,0,0.0,,0.0,0,0.0,0.0,0,,0.0,0,0,0.0,0,DAILY_BUDGET,0,ENABLED,0,0,0,30.0,0,0,0.0,0.0,0,72753631504793,0.0,,0.0,0,0,,0,0,0,0,EUR,0,,0,ads2_sp2_gm_keyword_stella_0821,0,0
2026-03-01,0.0,legacy,0,0.0,,0.0,0,0.0,0.0,0,,0.0,0,0,0.0,0,DAILY_BUDGET,0,ENABLED,0,0,0,70.0,0,0,0.0,0.0,0,194280872891805,0.0,,0.0,0,0,,0,0,0,0,EUR,0,,0,BSD_lcho_f308w_(Exact Test)_0821,0,0
2026-03-01,0.0,legacy,0,0.0,,0.0,0,0.0,0.0,0,,0.0,0,0,0.0,0,DAILY_BUDGET,0,ENABLED,0,0,0,50.0,0,0,0.0,0.0,0,51970618941123,0.0,,0.0,0,0,,0,0,0,0,EUR,0,,0,ads2_a700_keyword_impr_stella_v2_0821,0,0
2026-03-01,0.0,legacy,0,0.0,,0.0,0,0.0,0.0,0,,0.0,0,0,0.0,0,DAILY_BUDGET,0,ENABLED,0,0,0,40.0,0,0,0.0,0.0,0,61533417757937,0.0,,0.0,0,0,,0,0,0,0,EUR,0,,0,ads2_galaxyj5_LC_jinny_0821,0,0
2026-03-01,0.0,legacy,0,0.0,,0.0,0,0.0,0.0,0,,0.0,0,0,0.0,0,DAILY_BUDGET,0,ENABLED,0,0,0,20.0,0,0,0.0,0.0,0,248529151769381,0.0,,0.0,0,0,,0,0,0,0,EUR,0,,0,ads2_spv2_gm_stella_0829,0,0
2026-03-01,0.0,legacy,0,0.0,,0.0,0,0.0,0.0,0,,0.0,0,0,0.0,0,DAILY_BUDGET,0,ENABLED,0,0,0,40.0,0,0,0.0,0.0,0,42401399911978,0.0,,0.0,0,0,,0,0,0,0,EUR,0,,0,ads2_galaxya6_wallets_jinny_0907,0,0
2026-03-01,0.0,legacy,0,0.0,,0.0,0,0.0,0.0,0,,0.0,0,0,0.0,0,DAILY_BUDGET,0,ENABLED,0,0,0,30.0,0,0,0.0,0.0,0,24137551485776,0.0,,0.0,0,0,,0,0,0,0,EUR,0,,0,22_12_06_00_spgm_v3_0911_stella,0,0
2026-03-01,0.0,legacy,0,0.0,,0.0,0,0.0,0.0,0,,0.0,0,0,0.0,0,DAILY_BUDGET,0,ENABLED,0,0,0,30.0,0,0,0.0,0.0,0,198308981842307,0.0,,0.0,0,0,,0,0,0,0,EUR,0,,0,22_12_06_00_sp_gm_stella_0915,0,0
2026-03-01,0.0,legacy,0,0.0,,0.0,0,0.0,0.0,0,,0.0,0,0,0.0,0,DAILY_BUDGET,0,ENABLED,0,0,0,50.0,0,0,0.0,0.0,0,228608718180344,0.0,,0.0,0,0,,0,0,0,0,EUR,0,,0,22_12_06_00_aws_s350_bk_stella_v2,0,0
2026-03-01,0.0,legacy,0,0.0,,0.0,0,0.0,0.0,0,,0.0,0,0,0.0,0,DAILY_BUDGET,0,ENABLED,0,0,0,300.0,0,0,0.0,0.0,0,52028502766373,0.0,,0.0,0,0,,0,0,0,0,EUR,0,,0,ads2_iPXS Max_main_jinny_0912,0,0
2026-03-01,0.0,legacy,0,0.0,,0.0,0,0.0,0.0,0,,0.0,0,0,0.0,0,DAILY_BUDGET,0,ENABLED,0,0,0,50.0,0,0,0.0,0.0,0,161434564779195,0.0,,0.0,0,0,,0,0,0,0,EUR,0,,0,22_12_06_00_aws_s350_bk_stella,0,0
2026-03-01,0.0,legacy,0,0.0,,0.0,0,0.0,0.0,0,,0.0,0,0,0.0,0,DAILY_BUDGET,0,ENABLED,0,0,0,30.0,0,0,0.0,0.0,0,213843521554617,0.0,,0.0,0,0,,0,0,0,0,EUR,0,,0,22_12_06_00_spgm_v4_0920_stella,0,0
2026-03-01,0.0,legacy,0,0.0,,0.0,0,0.0,0.0,0,,0.0,0,0,0.0,0,DAILY_BUDGET,0,ENABLED,0,0,0,100.0,0,0,0.0,0.0,0,22321507552330,0.0,,0.0,0,0,,0,0,0,0,EUR,0,,0,22_12_01_00_iPXS Max_Premium_jinny_0921,0,0
2026-03-01,0.0,legacy,0,0.0,,0.0,0,0.0,0.0,0,,0.0,0,0,0.0,0,DAILY_BUDGET,0,ENABLED,0,0,0,40.0,0,0,0.0,0.0,0,190258508027810,0.0,,0.0,0,0,,0,0,0,0,EUR,0,,0,22_12_03_00_Galaxy A6_WS_Jinny_0920,0,0
2026-03-01,0.0,legacy,0,0.0,,0.0,0,0.0,0.0,0,,0.0,0,0,0.0,0,DAILY_BUDGET,0,ENABLED,0,0,0,100.0,0,0,0.0,0.0,0,172757749094233,0.0,,0.0,0,0,,0,0,0,0,EUR,0,,0,22_12_01_00_iPXS Max_LC_CC_jinny_0928,0,0
2026-03-01,0.0,legacy,0,0.0,,0.0,0,0.0,0.0,0,,0.0,0,0,0.0,0,DAILY_BUDGET,0,ENABLED,0,0,0,30.0,0,0,0.0,0.0,0,110253175115906,0.0,,0.0,0,0,,0,0,0,0,EUR,0,,0,22_12_06_00_spgm_v5_1001_stella,0,0
2026-03-01,0.0,legacy,0,0.0,,0.0,0,0.0,0.0,0,,0.0,0,0,0.0,0,DAILY_BUDGET,0,ENABLED,0,0,0,30.0,0,0,0.0,0.0,0,221470459402736,0.0,,0.0,0,0,,0,0,0,0,EUR,0,,0,22006579_iPhone XS _sunny_1002_1013,0,0
2026-03-01,0.0,legacy,0,0.0,,0.0,0,0.0,0.0,0,,0.0,0,0,0.0,0,DAILY_BUDGET,0,ENABLED,0,0,0,30.0,0,0,0.0,0.0,0,175112962238763,0.0,,0.0,0,0,,0,0,0,0,EUR,0,,0,22006579_iPhone XS max_sunny_1002_1013,0,0
2026-03-01,0.0,legacy,0,0.0,,0.0,0,0.0,0.0,0,,0.0,0,0,0.0,0,DAILY_BUDGET,0,ENABLED,0,0,0,10.0,0,0,0.0,0.0,0,53676794083761,0.0,,0.0,0,0,,0,0,0,0,EUR,0,,0,22006579_iPhone XR_ sunny_1002_1013,0,0
2026-03-01,0.0,legacy,0,0.0,,0.0,0,0.0,0.0,0,,0.0,0,0,0.0,0,DAILY_BUDGET,0,ENABLED,0,0,0,10.0,0,0,0.0,0.0,0,91459828632974,0.0,,0.0,0,0,,0,0,0,0,EUR,0,,0,22006579_galaxy note 9_sunny_1002_1013,0,0
2026-03-01,0.0,legacy,0,0.0,,0.0,0,0.0,0.0,0,,0.0,0,0,0.0,0,DAILY_BUDGET,0,ENABLED,0,0,0,30.0,0,0,0.0,0.0,0,192281074868327,0.0,,0.0,0,0,,0,0,0,0,EUR,0,,0,22006579_iPhone 8_sunny_1002_1013,0,0
2026-03-01,0.0,legacy,0,0.0,,0.0,0,0.0,0.0,0,,0.0,0,0,0.0,0,DAILY_BUDGET,0,ENABLED,0,0,0,20.0,0,0,0.0,0.0,0,192951854174636,0.0,,0.0,0,0,,0,0,0,0,EUR,0,,0,22006579_iPhone 8 plus_sunny_1002_1013,0,0
2026-03-01,0.0,legacy,0,0.0,,0.0,0,0.0,0.0,0,,0.0,0,0,0.0,0,DAILY_BUDGET,0,ENABLED,0,0,0,20.0,0,0,0.0,0.0,0,140340227829423,0.0,,0.0,0,0,,0,0,0,0,EUR,0,,0,22006579_galaxy S9_sunny_1002_1013,0,0
2026-03-01,0.0,legacy,0,0.0,,0.0,0,0.0,0.0,0,,0.0,0,0,0.0,0,DAILY_BUDGET,0,ENABLED,0,0,0,20.0,0,0,0.0,0.0,0,53847132955544,0.0,,0.0,0,0,,0,0,0,0,EUR,0,,0,22006579_galaxy s9 plus_sunny_1002-1013,0,0
2026-03-01,0.0,legacy,0,0.0,,0.0,0,0.0,0.0,0,,0.0,0,0,0.0,0,DAILY_BUDGET,0,ENABLED,0,0,0,200.0,0,0,0.0,0.0,0,110285077616812,0.0,,0.0,0,0,,0,0,0,0,EUR,0,,0,22_12_01_00_iPXS Max_Premium_jinny_1008,0,0
2026-03-01,0.0,legacy,0,0.0,,0.0,0,0.0,0.0,0,,0.0,0,0,0.0,0,DAILY_BUDGET,0,ENABLED,0,0,0,50.0,0,0,0.0,0.0,0,38739005938471,0.0,,0.0,0,0,,0,0,0,0,EUR,0,,0,22_15_06_00_f720s(DE)1015_lcho,0,0
