date,attributedDetailPageViewsClicks14d,attributedPurchases14d,adGroupId,advertiserName,productName,productCategory,productSubcategory,brandHaloAttributedPurchases14d,brandHaloUnitsSold14d,attributedNewToBrandSales14d,attributedAddToCartClicks14d,brandHaloNewToBrandPurchases14d,brandName,marketplace,brandHaloAttributedSales14d,campaignId,brandHaloNewToBrandUnitsSold14d,productAsin,productConversionType,attributedNewToBrandUnitsSold14d,brandHaloAttributedAddToCartClicks14d,attributedNewToBrandPurchases14d,unitsSold14d,productGroup,brandHaloNewToBrandSales14d,publisher,brandHaloDetailPageViewsClicks14d,attributedSales14d
20260301,0,0,12_00_00_00_NoObjective_search_GalaxyS26_Samsung_SEONMIN_260226,Spigen DE Direct,Spigen Ultra Hybrid Zero One Hülle Kompatibel mit Samsung Galaxy S23 Ultra 5G -Zero One,,,0,0,0,0,0,Spigen,AMAZON_DE,0,12_00_00_00_NoObjective_search_GalaxyS26_SEONMIN_260226,0,B0BJRYMHPY,Brand Halo,0,0,0,0,Electronics,0,Google Ads,8,0
20260301,0,0,디바이스 / 메인,Spigen DE Direct,Spigen Ultra Hybrid Zero One Hülle Kompatibel mit Samsung Galaxy S23 Ultra 5G -Zero One,,,0,0,0,0,0,Spigen,AMAZON_DE,0,12_11_01_23_A_Galaxy S26 Series_GA Search_MainKeyword_hyomi,0,B0BJRYMHPY,Brand Halo,0,0,0,0,Electronics,0,Google Ads,3,0
20260301,0,0,글라스키워드,Spigen DE Direct,Spigen Ultra Hybrid Zero One Hülle Kompatibel mit Samsung Galaxy S23 Ultra 5G -Zero One,,,0,0,0,0,0,Spigen,AMAZON_DE,0,12_11_01_23_A_Galaxy S26 Series_GA Search_SubKeyword_hyomi,0,B0BJRYMHPY,Brand Halo,0,0,0,0,Electronics,0,Google Ads,9,0
20260301,0,0,글라스키워드,Spigen DE Direct,Spigen Optik Armor Hülle Kompatibel mit Samsung Galaxy S23 Ultra 5G -Schwarz,0900 Wireless Cases,0910 Cases,0,0,0,0,0,Spigen,AMAZON_DE,0,12_11_01_23_A_Galaxy S26 Series_GA Search_SubKeyword_hyomi,0,B0BJRYNL1W,Brand Halo,0,0,0,0,Wireless,0,Google Ads,1,0
20260301,0,0,브랜드키워드,Spigen DE Direct,Spigen Liquid Air Hülle Kompatibel mit Samsung Galaxy S23 5G -Abyss Green,0900 Wireless Cases,0910 Cases,0,0,0,0,0,Spigen,AMAZON_DE,0,12_11_01_23_A_Galaxy S26 Series_GA Search_SubKeyword_hyomi,0,B0BJSH42V5,Brand Halo,0,0,0,0,Wireless,0,Google Ads,1,0
20260301,0,0,12_00_00_00_DE_IG/FB_S26Teaser_SEONMIN_0224,Spigen DE Direct,"Spigen NeoFlex Schutzfolie kompatibel mit Samsung Galaxy S23 Ultra, 2 Stück, Kratzfest, TPU Film, Wasserinstallation Folie",0100 Wireless Phones,0110 SIM Card Contracts,0,0,0,0,0,Spigen,AMAZON_DE,0,12_00_00_00_DE_S26_MKT_SEONMIN_202602,0,B0BMFG91JV,Brand Halo,0,0,0,0,Wireless,0,Instagram,1,0
20260301,0,0,12_15_04_23_DE_Galaxy S26 시리즈 Glas.tR EZ Fit Pro PRV 라인업 통합_Facebook_260225_yeseo,Spigen DE Direct,"Spigen Glas.tR EZ Fit Hartglas, kompatibel mit Samsung Galaxy S23, 2 Stück, kratzfest, 9H Displayschutz",0200 Wireless Accessories,0250 Face Plates/Skins,0,0,0,0,0,Spigen,AMAZON_DE,0,12_15_04_23_DE_Galaxy S26 시리즈_Facebook_260225_yeseo,0,B0BMFLX891,Brand Halo,0,0,0,0,Wireless,0,Facebook,2,0
20260301,0,0,GA Search_Pixel10a,Spigen DE Direct,Spigen Ultra Hybrid OneTap Metal Ring MagFit Hülle Kompatibel mit Google Pixel 8 -Schwarz,0900 Wireless Cases,0910 Cases,0,0,0,0,0,Spigen,AMAZON_DE,0,12_11_01_09_A_Pixel 10a_GA Search_hyomi,0,B0BZ63YJ8Y,Brand Halo,0,0,0,0,Wireless,0,Google Ads,1,0
20260301,0,0,Google Ads_Search_RE,Spigen DE Direct,Spigen für iPhone 15 Pro Ultra Hybrid Frost MagFit Hülle [Anti-Yellowing] Case Handyhülle Transparent Dünn Slim Kompatibel mit MagSafe -Schwarz,,,0,0,0,0,0,Spigen,AMAZON_DE,0,12_00_00_00_GoogleAds_DEMKT,0,B0C5S8VH3Z,Brand Halo,0,0,0,0,Electronics,0,Google Adwords,1,0
20260301,0,0,Google Ads_Search_RE,Spigen DE Direct,"Spigen Glas.tR EZ Fit Schutzfolie kompatibel mit iPhone 15 Pro, 2 Stück, Kratzfest, 9H Härte Folie",0200 Wireless Accessories,0275 Data Cables/Software,0,0,0,0,0,Spigen,AMAZON_DE,0,12_00_00_00_GoogleAds_DEMKT,0,B0C9RWRD7Y,Brand Halo,0,1,0,0,Wireless,0,Google Adwords,2,0
20260301,0,0,Google Ads_Search_RE,Spigen DE Direct,"Spigen Glas.tR EZ Fit Schutzfolie kompatibel mit iPhone 16, iPhone 15, 2 Stück, Kratzfest, 9H Härte Folie",0900 Wireless Cases,0970 Screen Protectors,0,0,0,0,0,Spigen,AMAZON_DE,0,12_00_00_00_GoogleAds_DEMKT,0,B0C9RX4MLV,Brand Halo,0,0,0,0,Wireless,0,Google Adwords,1,0
20260301,0,0,Google Ads_Search_RE,Spigen DE Direct,"Spigen Glas.tR EZ Fit Schutzfolie kompatibel mit iPhone 15 Pro Max, 2 Stück, Kratzfest, 9H Härte Folie",0200 Wireless Accessories,0275 Data Cables/Software,0,0,0,0,0,Spigen,AMAZON_DE,0,12_00_00_00_GoogleAds_DEMKT,0,B0C9S24VV8,Brand Halo,0,1,0,0,Wireless,0,Google Adwords,4,0
20260301,0,0,12_15_04_23_DE_Galaxy S26 시리즈 Glas.tR EZ Fit Pro PRV 라인업 통합_Facebook_260225_yeseo,Spigen DE Direct,"Spigen OneTap Pro 3 Cryomax Magsafe Autohalterung mit Ladefunktion, Schnellladung Kfz Kabelloses Ladegerät, Lüftung Handyhalterung Kompatibel mit iPhone 17/16/15/14/13/12 (Pro/Max/Air/Plus/Mini)",0900 Wireless Cases,0910 Cases,0,0,0,0,0,Spigen,AMAZON_DE,0,12_15_04_23_DE_Galaxy S26 시리즈_Facebook_260225_yeseo,0,B0CD32H2RN,Brand Halo,0,0,0,0,Wireless,0,Facebook,2,0
20260301,0,0,Google Ads_Search_RE,Spigen DE Direct,"Spigen Glas.tR EZ Fit Schutzfolie für Tesla Model 3 Highland(2024/2025/2026), New Model Y Juniper(2025/2026), inkl. Installationsset, 15,4 Zoll, Matt, Blendschutz, Kratzfest, Anti-Fingerabdruck, 9H",0200 Wireless Accessories,295 GPS and Car Accessories,1,1,0,0,1,Spigen,AMAZON_DE,35.29,12_00_00_00_GoogleAds_DEMKT,1,B0CHV4WP2C,Brand Halo,0,1,0,0,Wireless,35.29,Google Adwords,2,0
20260301,0,0,GCX,Spigen DE Direct,"Spigen Glas.tR EZ Fit Schutzfolie für Tesla Model 3 Highland(2024/2025/2026), New Model Y Juniper(2025/2026), inkl. Installationsset, 15,4 Zoll, Matt, Blendschutz, Kratzfest, Anti-Fingerabdruck, 9H",0200 Wireless Accessories,295 GPS and Car Accessories,1,1,0,0,0,Spigen,AMAZON_DE,35.29,12_00_00_00_Branding_demkt,0,B0CHV4WP2C,Brand Halo,0,0,0,0,Wireless,0,Zendesk,8,0
20260301,0,0,디바이스 / 메인,Spigen DE Direct,Spigen Optik Armor Hülle Kompatibel mit Samsung Galaxy S24 Ultra -Schwarz,0900 Wireless Cases,0910 Cases,1,1,0,0,1,Spigen,AMAZON_DE,17.64,12_11_01_23_A_Galaxy S26 Series_GA Search_MainKeyword_hyomi,1,B0CM4N9TZB,Brand Halo,0,1,0,0,Wireless,17.64,Google Ads,2,0
20260301,0,0,12_15_04_23_DE_Galaxy S26 시리즈 전품목 통합(EZ Fit Pro CC/AR/PRV/Optik)_GA Search_260225_yeseo,Spigen DE Direct,Spigen Ultra Hybrid Zero One Hülle Kompatibel mit Samsung Galaxy S24 -Zero One,0900 Wireless Cases,0910 Cases,0,0,0,0,0,Spigen,AMAZON_DE,0,12_15_04_23_DE_Galaxy S26 시리즈 전품목 통합(EZ Fit Pro CC/AR/PRV/Optik)_GA Search_260225_yeseo,0,B0CM4SZX2M,Brand Halo,0,0,0,0,Wireless,0,Google Ads,1,0
20260301,0,0,디바이스 / 메인,Spigen DE Direct,Spigen Liquid Air Hülle Kompatibel mit Samsung Galaxy S24 Ultra -Schwarz,0900 Wireless Cases,0910 Cases,0,0,0,0,0,Spigen,AMAZON_DE,0,12_11_01_23_A_Galaxy S26 Series_GA Search_MainKeyword_hyomi,0,B0CM4VL4Z5,Brand Halo,0,0,0,0,Wireless,0,Google Ads,1,0
20260301,0,0,글라스키워드,Spigen DE Direct,Spigen Liquid Air Hülle Kompatibel mit Samsung Galaxy S24 Ultra -Schwarz,0900 Wireless Cases,0910 Cases,0,0,0,0,0,Spigen,AMAZON_DE,0,12_11_01_23_A_Galaxy S26 Series_GA Search_SubKeyword_hyomi,0,B0CM4VL4Z5,Brand Halo,0,0,0,0,Wireless,0,Google Ads,2,0
20260301,0,0,12_15_04_23_DE_Galaxy S26 시리즈 전품목 통합(EZ Fit Pro CC/AR/PRV/Optik)_GA Search_260225_yeseo,Spigen DE Direct,Spigen Ultra Hybrid Zero One Hülle Kompatibel mit Samsung Galaxy S24 -Zero One Weiß,0900 Wireless Cases,0910 Cases,0,0,0,0,0,Spigen,AMAZON_DE,0,12_15_04_23_DE_Galaxy S26 시리즈 전품목 통합(EZ Fit Pro CC/AR/PRV/Optik)_GA Search_260225_yeseo,0,B0CM4Z9D82,Brand Halo,0,0,0,0,Wireless,0,Google Ads,1,0
20260301,0,0,디바이스 / 메인,Spigen DE Direct,Spigen Tough Armor MagFit Hülle Kompatibel mit Samsung Galaxy S24 Ultra MagSafe Case -Schwarz,0900 Wireless Cases,0910 Cases,1,1,0,0,0,Spigen,AMAZON_DE,25.13,12_11_01_23_A_Galaxy S26 Series_GA Search_MainKeyword_hyomi,0,B0CM4ZC1N1,Brand Halo,0,0,0,0,Wireless,0,Google Ads,7,0
20260301,0,0,글라스키워드,Spigen DE Direct,Spigen Tough Armor Hülle Kompatibel mit Samsung Galaxy S24 Ultra -Schwarz,0900 Wireless Cases,0910 Cases,0,0,0,0,0,Spigen,AMAZON_DE,0,12_11_01_23_A_Galaxy S26 Series_GA Search_SubKeyword_hyomi,0,B0CM57R1QM,Brand Halo,0,0,0,0,Wireless,0,Google Ads,1,0
20260301,0,0,12_00_00_00_NoObjective_search_GalaxyS26_Samsung_SEONMIN_260226,Spigen DE Direct,Spigen Ultra Hybrid S Hülle Kompatibel mit Samsung Galaxy S24 Ultra -Crystal Clear,0900 Wireless Cases,0910 Cases,0,0,0,0,0,Spigen,AMAZON_DE,0,12_00_00_00_NoObjective_search_GalaxyS26_SEONMIN_260226,0,B0CM57XY8W,Brand Halo,0,0,0,0,Wireless,0,Google Ads,3,0
20260301,0,0,브랜드키워드,Spigen DE Direct,Spigen Ultra Hybrid S Hülle Kompatibel mit Samsung Galaxy S24 Ultra -Crystal Clear,0900 Wireless Cases,0910 Cases,0,0,0,0,0,Spigen,AMAZON_DE,0,12_11_01_23_A_Galaxy S26 Series_GA Search_SubKeyword_hyomi,0,B0CM57XY8W,Brand Halo,0,0,0,0,Wireless,0,Google Ads,1,0
20260301,0,0,경쟁사키워드,Spigen DE Direct,Spigen Liquid Air Hülle Kompatibel mit Samsung Galaxy S24 -Schwarz,0900 Wireless Cases,0910 Cases,0,0,0,0,0,Spigen,AMAZON_DE,0,12_11_01_23_A_Galaxy S26 Series_GA Search_SubKeyword_hyomi,0,B0CM5F1T8P,Brand Halo,0,0,0,0,Wireless,0,Google Ads,1,0
20260301,0,0,디바이스 / 메인,Spigen DE Direct,Spigen Ultra Hybrid Metal Ring MagFit Hülle Kompatibel mit Samsung Galaxy S24 Ultra -Zero One,0900 Wireless Cases,0910 Cases,0,0,0,0,0,Spigen,AMAZON_DE,0,12_11_01_23_A_Galaxy S26 Series_GA Search_MainKeyword_hyomi,0,B0CM5F2J95,Brand Halo,0,0,0,0,Wireless,0,Google Ads,2,0
20260301,0,0,글라스키워드,Spigen DE Direct,Spigen Ultra Hybrid Metal Ring MagFit Hülle Kompatibel mit Samsung Galaxy S24 Ultra -Zero One,0900 Wireless Cases,0910 Cases,0,0,0,0,0,Spigen,AMAZON_DE,0,12_11_01_23_A_Galaxy S26 Series_GA Search_SubKeyword_hyomi,0,B0CM5F2J95,Brand Halo,0,0,0,0,Wireless,0,Google Ads,1,0
20260301,0,0,Google Ads_Search_RE,Spigen DE Direct,"Spigen Glas.tR EZ Fit Schutzfolie kompatibel mit Samsung Galaxy S25, Galaxy S24, 2 Stück, Kratzfest, Kristallklar, 9H Härte Folie",0900 Wireless Cases,0970 Screen Protectors,1,1,0,0,0,Spigen,AMAZON_DE,20.16,12_00_00_00_GoogleAds_DEMKT,0,B0CN8PRJW4,Brand Halo,0,1,0,0,Wireless,0,Google Adwords,2,0
20260301,0,0,GalaxyS26_DemandGen,Spigen DE Direct,"Spigen Glas.tR EZ Fit Schutzfolie kompatibel mit Samsung Galaxy S25, Galaxy S24, 2 Stück, Kratzfest, Kristallklar, 9H Härte Folie",0900 Wireless Cases,0970 Screen Protectors,0,0,0,0,0,Spigen,AMAZON_DE,0,12_00_00_00_GoogleAds_DEMKT,0,B0CN8PRJW4,Brand Halo,0,0,0,0,Wireless,0,Google Ads,1,0
20260301,0,0,Google Ads_Search_RE,Spigen DE Direct,"Spigen Glas.tR EZ Fit Schutzfolie kompatibel mit Samsung Galaxy S25 Plus, Galaxy S24 Plus, 2 Stück, Kratzfest, Kristallklar, 9H Härte Folie",0900 Wireless Cases,0970 Screen Protectors,0,0,0,0,0,Spigen,AMAZON_DE,0,12_00_00_00_GoogleAds_DEMKT,0,B0CN8T556T,Brand Halo,0,0,0,0,Wireless,0,Google Adwords,2,0
20260301,0,0,디바이스 / 메인,Spigen DE Direct,Spigen Liquid Air Hülle Kompatibel mit Samsung Galaxy S24 -Dunkellila,0900 Wireless Cases,0910 Cases,0,0,0,0,0,Spigen,AMAZON_DE,0,12_11_01_23_A_Galaxy S26 Series_GA Search_MainKeyword_hyomi,0,B0CNF86FKK,Brand Halo,0,0,0,0,Wireless,0,Google Ads,1,0
20260301,0,0,글라스키워드,Spigen DE Direct,Spigen Liquid Air Hülle Kompatibel mit Samsung Galaxy S24 Ultra -Grau,0900 Wireless Cases,0910 Cases,0,0,0,0,0,Spigen,AMAZON_DE,0,12_11_01_23_A_Galaxy S26 Series_GA Search_SubKeyword_hyomi,0,B0CNFB3FFW,Brand Halo,0,0,0,0,Wireless,0,Google Ads,2,0
20260301,0,0,12_15_04_23_DE_Galaxy S26 시리즈 전품목 통합(EZ Fit Pro CC/AR/PRV/Optik)_GA Search_260225_yeseo,Spigen DE Direct,Spigen Liquid Air Hülle Kompatibel mit Samsung Galaxy S24 Ultra -Dunkellila,0900 Wireless Cases,0910 Cases,0,0,0,0,0,Spigen,AMAZON_DE,0,12_15_04_23_DE_Galaxy S26 시리즈 전품목 통합(EZ Fit Pro CC/AR/PRV/Optik)_GA Search_260225_yeseo,0,B0CNFBF58P,Brand Halo,0,0,0,0,Wireless,0,Google Ads,1,0
20260301,0,0,12_00_00_00_NoObjective_search_GalaxyS26_Samsung_SEONMIN_260226,Spigen DE Direct,Spigen Liquid Air Hülle Kompatibel mit Samsung Galaxy S24 Ultra -Dunkellila,0900 Wireless Cases,0910 Cases,0,0,0,0,0,Spigen,AMAZON_DE,0,12_00_00_00_NoObjective_search_GalaxyS26_SEONMIN_260226,0,B0CNFBF58P,Brand Halo,0,0,0,0,Wireless,0,Google Ads,12,0
20260301,0,0,디바이스 / 메인,Spigen DE Direct,Spigen Liquid Air Hülle Kompatibel mit Samsung Galaxy S24 Ultra -Dunkellila,0900 Wireless Cases,0910 Cases,0,0,0,0,0,Spigen,AMAZON_DE,0,12_11_01_23_A_Galaxy S26 Series_GA Search_MainKeyword_hyomi,0,B0CNFBF58P,Brand Halo,0,0,0,0,Wireless,0,Google Ads,2,0
20260301,0,0,글라스키워드,Spigen DE Direct,Spigen Liquid Air Hülle Kompatibel mit Samsung Galaxy S24 Ultra -Dunkellila,0900 Wireless Cases,0910 Cases,0,0,0,0,0,Spigen,AMAZON_DE,0,12_11_01_23_A_Galaxy S26 Series_GA Search_SubKeyword_hyomi,0,B0CNFBF58P,Brand Halo,0,0,0,0,Wireless,0,Google Ads,8,0
20260301,0,0,12_00_00_00_NoObjective_search_GalaxyS26_Samsung_SEONMIN_260226,Spigen DE Direct,"Spigen Glas.tR EZ Fit Schutzfolie kompatibel mit Samsung Galaxy S24 Ultra, 2 Stück, Kratzfest, Kristallklar, 9H Härte Folie",0900 Wireless Cases,0970 Screen Protectors,0,0,0,0,0,Spigen,AMAZON_DE,0,12_00_00_00_NoObjective_search_GalaxyS26_SEONMIN_260226,0,B0CP32NCGL,Brand Halo,0,0,0,0,Wireless,0,Google Ads,2,0
20260301,0,0,브랜드키워드,Spigen DE Direct,"Spigen Glas.tR EZ Fit Schutzfolie kompatibel mit Samsung Galaxy S24 Ultra, 2 Stück, Kratzfest, Kristallklar, 9H Härte Folie",0900 Wireless Cases,0970 Screen Protectors,1,1,0,0,1,Spigen,AMAZON_DE,20.16,12_11_01_23_A_Galaxy S26 Series_GA Search_SubKeyword_hyomi,1,B0CP32NCGL,Brand Halo,0,1,0,0,Wireless,20.16,Google Ads,1,0
20260301,0,0,GCX,Spigen DE Direct,"Spigen Tesla Model Y 2025 Juniper Standard & Model 3 Highland 2024 Mittelarmlehne Abdeckung, Armlehne Abdeckung Schutzhülle Innenraum für Tesla Model Y Juniper 2025 und 3 Highland 2024 2025 - Schwarz","4500 Body, Trim & Crash Parts",4530 Interior Trim/Molding,1,1,0,0,0,Spigen,AMAZON_DE,22.85,12_00_00_00_Branding_demkt,0,B0CRF8TF9V,Brand Halo,0,0,0,0,Automotive,0,Zendesk,6,0
20260301,0,0,디바이스 / 메인,Spigen DE Direct,Spigen Ultra Hybrid Metal Ring MagFit Hülle Kompatibel mit Samsung Galaxy S24 Ultra -Zero One Titanium,,,0,0,0,0,0,Spigen,AMAZON_DE,0,12_11_01_23_A_Galaxy S26 Series_GA Search_MainKeyword_hyomi,0,B0CV71SSMQ,Brand Halo,0,0,0,0,Electronics,0,Google Ads,1,0
20260301,0,0,글라스키워드,Spigen DE Direct,Spigen Ultra Hybrid Metal Ring MagFit Hülle Kompatibel mit Samsung Galaxy S24 Ultra -Zero One Titanium,,,0,0,0,0,0,Spigen,AMAZON_DE,0,12_11_01_23_A_Galaxy S26 Series_GA Search_SubKeyword_hyomi,0,B0CV71SSMQ,Brand Halo,0,0,0,0,Electronics,0,Google Ads,2,0
20260301,0,0,GA Search_Pixel10a,Spigen DE Direct,Spigen Slim Armor CS Hülle für Google Pixel 9 Pro und Pixel 9 [Made for Google] -Schwarz,0900 Wireless Cases,0910 Cases,0,0,0,0,0,Spigen,AMAZON_DE,0,12_11_01_09_A_Pixel 10a_GA Search_hyomi,0,B0CVR44P8K,Brand Halo,0,0,0,0,Wireless,0,Google Ads,4,0
