date,newToBrandSalesClicks,viewabilityRate,purchasesClicks,addToListFromViews,detailPageViews,unitsSold,addToCartViews,sales,qualifiedBorrowsFromClicks,qualifiedBorrowsFromViews,newToBrandDetailPageViewClicks,addToListFromClicks,costType,campaignStatus,viewClickThroughRate,campaignBudgetAmount,royaltyQualifiedBorrowsFromClicks,royaltyQualifiedBorrowsFromViews,newToBrandDetailPageViewRate,newToBrandDetailPageViewViews,purchases,campaignId,leadFormOpens,qualifiedBorrows,campaignBudgetCurrencyCode,leads,videoCompleteViews,impressionsViews,salesClicks,videoFirstQuartileViews,unitsSoldClicks,brandedSearches,royaltyQualifiedBorrows,newToBrandECPDetailPageView,newToBrandPurchases,cumulativeReach,brandedSearchesClicks,newToBrandSales,addToList,brandedSearchRate,impressionsFrequencyAverage,linkOuts,newToBrandPurchasesClicks,brandedSearchesViews,addToCartClicks,videoUnmutes,addToCart,videoThirdQuartileViews,addToCartRate,cost,salesPromotedClicks,eCPBrandSearch,newToBrandUnitsSold,impressions,detailPageViewsClicks,purchasesPromotedClicks,eCPAddToCart,newToBrandDetailPageViews,clicks,videoMidpointViews,newToBrandUnitsSoldClicks,campaignName
2026-03-02,0,0.0,0,0,0,0,0,0,0,0,0,0,CPC,PAUSED,,15.0,0,0,,0,0,503483720514010,0,0,EUR,0,0,0,0,0,0,0,0,,0,31262,0,0,0,,0.0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,,0,0,0,0,12_14_00_00_A_Pixel 10 Pro XL_SD_Competitor Targeting_250822
2026-03-02,0,0.0,0,0,0,0,0,0,0,0,0,0,CPC,PAUSED,,20.0,0,0,,0,0,395892497853418,0,0,EUR,0,0,0,0,0,0,0,0,,0,172672,0,0,0,,0.0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,,0,0,0,0,12_11_01_09_A_Pixel 10 Pro/10_SD_Competitor Targeting_250822
2026-03-02,0,0.0,0,0,0,0,0,0,0,0,0,0,VCPM,PAUSED,,30.0,0,0,,0,0,529678866877902,0,0,EUR,0,0,0,0,0,0,0,0,,0,24592,0,0,0,,0.0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,,0,0,0,0,12_11_01_03_A_iPhone 17 Pro_SD_AMC
2026-03-02,0,0.0,0,0,0,0,0,0,0,0,0,0,VCPM,PAUSED,,70.0,0,0,,0,0,436540973639646,0,0,EUR,0,0,0,0,0,0,0,0,,0,31418,0,0,0,,0.0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,,0,0,0,0,12_11_01_03_A_iPhone 17 Pro Max_SD_AMC
2026-03-02,0,0.0,0,0,0,0,0,0,0,0,0,0,VCPM,PAUSED,,40.0,0,0,,0,0,537234128262702,0,0,EUR,0,0,0,0,0,0,0,0,,0,337613,0,0,0,,0.0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,,0,0,0,0,12_11_01_03_A_iPhone 17 Pro_SD_Category
2026-03-02,0,0.0,0,0,0,0,0,0,0,0,0,0,VCPM,ARCHIVED,,30.0,0,0,,0,0,527659191025623,0,0,EUR,0,0,0,0,0,0,0,0,,0,18,0,0,0,,0.0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,,0,0,0,0,12_13_02_23_Galaxy Tab S11_RAP_UHP GR_B0FFJWP1Q7_B0FFJGD1S9_chaeeun_250908
2026-03-02,0,0.0,0,0,0,0,0,0,0,0,0,0,VCPM,PAUSED,,100.0,0,0,,0,0,510827302336360,0,0,EUR,0,0,0,0,0,0,0,0,,0,315314,0,0,0,,0.0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,,0,0,0,0,12_11_01_03_A_iPhone 17 Pro Max_SD_Category
2026-03-02,0,0.0,0,0,0,0,0,0,0,0,0,0,VCPM,PAUSED,,20.0,0,0,,0,0,473009281391109,0,0,EUR,0,0,0,0,0,0,0,0,,0,103752,0,0,0,,0.0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,,0,0,0,0,12_11_01_09_A_Pixel 9/10 Series_Awareness_SD_250930
2026-03-02,0,0.0,0,0,0,0,0,0,0,0,0,0,VCPM,PAUSED,,15.0,0,0,,0,0,359464292824345,0,0,EUR,0,0,0,0,0,0,0,0,,0,56649,0,0,0,,0.0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,,0,0,0,0,12_11_01_23_A_Galaxy S23/S24/S25 Series_Awareness_SD_251001
2026-03-02,0,0.0,0,0,0,0,0,0,0,0,0,0,VCPM,PAUSED,,50.0,0,0,,0,0,490587420079060,0,0,EUR,0,0,0,0,0,0,0,0,,0,57668,0,0,0,,0.0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,,0,0,0,0,12_11_01_03_A_iPhone 17_SD_Event
2026-03-02,0,0.0,0,0,0,0,0,0,0,0,0,0,VCPM,PAUSED,,50.0,0,0,,0,0,305201489303707,0,0,EUR,0,0,0,0,0,0,0,0,,0,80694,0,0,0,,0.0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,,0,0,0,0,12_11_01_03_A_iPhone 16_SD_Event
2026-03-02,0,0.0,0,0,0,0,0,0,0,0,0,0,CPC,PAUSED,,80.0,0,0,,0,0,331826307759906,0,0,EUR,0,0,0,0,0,0,0,0,,0,283545,0,0,0,,0.0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,,0,0,0,0,12_11_01_03_A_iPhone 17_SD_Event_NEW
2026-03-02,0,0.0,0,0,0,0,0,0,0,0,0,0,VCPM,PAUSED,,100.0,0,0,,0,0,435116855882659,0,0,EUR,0,0,0,0,0,0,0,0,,0,6691,0,0,0,,0.0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,,0,0,0,0,12_14_00_00_A_Common_ALL_25BFCM_SD
2026-03-02,0,0.0,0,0,0,0,0,0,0,0,0,0,VCPM,PAUSED,,100.0,0,0,,0,0,391851731010740,0,0,EUR,0,0,0,0,0,0,0,0,,0,234311,0,0,0,,0.0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,,0,0,0,0,12_14_00_00_B_GalaxyA/SFE/ETC_EVENT_SD
2026-03-02,0,0.0,0,0,0,0,0,0,0,0,0,0,CPC,PAUSED,,70.0,0,0,,0,0,425492846853476,0,0,EUR,0,0,0,0,0,0,0,0,,0,134997,0,0,0,,0.0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,,0,0,0,0,12_11_01_03_A_iPhone 16_SD_Event_NEW
2026-03-02,0,0.0,0,0,0,0,0,0,0,0,0,0,CPC,PAUSED,,30.0,0,0,,0,0,353423211689563,0,0,EUR,0,0,0,0,0,0,0,0,,0,7813,0,0,0,,0.0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,,0,0,0,0,12_11_01_09_A_Pixel 9/10 Series_Awareness_SD Video_251231
2026-03-02,0,0.0,0,0,0,0,0,0,0,0,0,0,CPC,PAUSED,,35.0,0,0,,0,0,539259492672172,0,0,EUR,0,0,0,0,0,0,0,0,,0,46318,0,0,0,,0.0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,,0,0,0,0,12_11_01_23_A_Galaxy S24/S25 Series_Awareness_SD Video_251231
2026-03-03,0,0.0,0,0,0,0,0,0,0,0,0,0,CPC,PAUSED,,10.0,0,0,,0,0,346655489542613,0,0,EUR,0,0,0,0,0,0,0,0,,0,99082,0,0,0,,0.0,0,0,0,0,0,0,0,,0.0,0,,0,0,0,0,,0,0,0,0,12_11_01_23_A_Galaxy S24 Ultra_device targeting_240122
2026-03-03,0,0.0,0,0,0,0,0,0,0,0,0,0,CPC,PAUSED,,15.0,0,0,,0,0,503483720514010,0,0,EUR,0,0,0,0,0,0,0,0,,0,30102,0,0,0,,0.0,0,0,0,0,0,0,0,,0.0,0,,0,0,0,0,,0,0,0,0,12_14_00_00_A_Pixel 10 Pro XL_SD_Competitor Targeting_250822
2026-03-03,0,0.0,0,0,0,0,0,0,0,0,0,0,CPC,PAUSED,,20.0,0,0,,0,0,395892497853418,0,0,EUR,0,0,0,0,0,0,0,0,,0,172672,0,0,0,,0.0,0,0,0,0,0,0,0,,0.0,0,,0,0,0,0,,0,0,0,0,12_11_01_09_A_Pixel 10 Pro/10_SD_Competitor Targeting_250822
2026-03-03,0,0.0,0,0,0,0,0,0,0,0,0,0,VCPM,PAUSED,,30.0,0,0,,0,0,529678866877902,0,0,EUR,0,0,0,0,0,0,0,0,,0,24592,0,0,0,,0.0,0,0,0,0,0,0,0,,0.0,0,,0,0,0,0,,0,0,0,0,12_11_01_03_A_iPhone 17 Pro_SD_AMC
2026-03-03,0,0.0,0,0,0,0,0,0,0,0,0,0,VCPM,PAUSED,,70.0,0,0,,0,0,436540973639646,0,0,EUR,0,0,0,0,0,0,0,0,,0,31418,0,0,0,,0.0,0,0,0,0,0,0,0,,0.0,0,,0,0,0,0,,0,0,0,0,12_11_01_03_A_iPhone 17 Pro Max_SD_AMC
2026-03-03,0,0.0,0,0,0,0,0,0,0,0,0,0,VCPM,PAUSED,,40.0,0,0,,0,0,537234128262702,0,0,EUR,0,0,0,0,0,0,0,0,,0,337613,0,0,0,,0.0,0,0,0,0,0,0,0,,0.0,0,,0,0,0,0,,0,0,0,0,12_11_01_03_A_iPhone 17 Pro_SD_Category
2026-03-03,0,0.0,0,0,0,0,0,0,0,0,0,0,VCPM,ARCHIVED,,30.0,0,0,,0,0,527659191025623,0,0,EUR,0,0,0,0,0,0,0,0,,0,18,0,0,0,,0.0,0,0,0,0,0,0,0,,0.0,0,,0,0,0,0,,0,0,0,0,12_13_02_23_Galaxy Tab S11_RAP_UHP GR_B0FFJWP1Q7_B0FFJGD1S9_chaeeun_250908
2026-03-03,0,0.0,0,0,0,0,0,0,0,0,0,0,VCPM,PAUSED,,100.0,0,0,,0,0,510827302336360,0,0,EUR,0,0,0,0,0,0,0,0,,0,315314,0,0,0,,0.0,0,0,0,0,0,0,0,,0.0,0,,0,0,0,0,,0,0,0,0,12_11_01_03_A_iPhone 17 Pro Max_SD_Category
2026-03-03,0,0.0,0,0,0,0,0,0,0,0,0,0,VCPM,PAUSED,,20.0,0,0,,0,0,473009281391109,0,0,EUR,0,0,0,0,0,0,0,0,,0,103752,0,0,0,,0.0,0,0,0,0,0,0,0,,0.0,0,,0,0,0,0,,0,0,0,0,12_11_01_09_A_Pixel 9/10 Series_Awareness_SD_250930
2026-03-03,0,0.0,0,0,0,0,0,0,0,0,0,0,VCPM,PAUSED,,15.0,0,0,,0,0,359464292824345,0,0,EUR,0,0,0,0,0,0,0,0,,0,56649,0,0,0,,0.0,0,0,0,0,0,0,0,,0.0,0,,0,0,0,0,,0,0,0,0,12_11_01_23_A_Galaxy S23/S24/S25 Series_Awareness_SD_251001
2026-03-03,0,0.0,0,0,0,0,0,0,0,0,0,0,VCPM,PAUSED,,50.0,0,0,,0,0,490587420079060,0,0,EUR,0,0,0,0,0,0,0,0,,0,57668,0,0,0,,0.0,0,0,0,0,0,0,0,,0.0,0,,0,0,0,0,,0,0,0,0,12_11_01_03_A_iPhone 17_SD_Event
2026-03-03,0,0.0,0,0,0,0,0,0,0,0,0,0,VCPM,PAUSED,,50.0,0,0,,0,0,305201489303707,0,0,EUR,0,0,0,0,0,0,0,0,,0,80694,0,0,0,,0.0,0,0,0,0,0,0,0,,0.0,0,,0,0,0,0,,0,0,0,0,12_11_01_03_A_iPhone 16_SD_Event
2026-03-03,0,0.0,0,0,0,0,0,0,0,0,0,0,CPC,PAUSED,,80.0,0,0,,0,0,331826307759906,0,0,EUR,0,0,0,0,0,0,0,0,,0,283545,0,0,0,,0.0,0,0,0,0,0,0,0,,0.0,0,,0,0,0,0,,0,0,0,0,12_11_01_03_A_iPhone 17_SD_Event_NEW
2026-03-03,0,0.0,0,0,0,0,0,0,0,0,0,0,VCPM,PAUSED,,100.0,0,0,,0,0,435116855882659,0,0,EUR,0,0,0,0,0,0,0,0,,0,6691,0,0,0,,0.0,0,0,0,0,0,0,0,,0.0,0,,0,0,0,0,,0,0,0,0,12_14_00_00_A_Common_ALL_25BFCM_SD
2026-03-03,0,0.0,0,0,0,0,0,0,0,0,0,0,VCPM,PAUSED,,100.0,0,0,,0,0,391851731010740,0,0,EUR,0,0,0,0,0,0,0,0,,0,234311,0,0,0,,0.0,0,0,0,0,0,0,0,,0.0,0,,0,0,0,0,,0,0,0,0,12_14_00_00_B_GalaxyA/SFE/ETC_EVENT_SD
2026-03-03,0,0.0,0,0,0,0,0,0,0,0,0,0,CPC,PAUSED,,70.0,0,0,,0,0,425492846853476,0,0,EUR,0,0,0,0,0,0,0,0,,0,134997,0,0,0,,0.0,0,0,0,0,0,0,0,,0.0,0,,0,0,0,0,,0,0,0,0,12_11_01_03_A_iPhone 16_SD_Event_NEW
2026-03-03,0,0.0,0,0,0,0,0,0,0,0,0,0,CPC,PAUSED,,30.0,0,0,,0,0,353423211689563,0,0,EUR,0,0,0,0,0,0,0,0,,0,7813,0,0,0,,0.0,0,0,0,0,0,0,0,,0.0,0,,0,0,0,0,,0,0,0,0,12_11_01_09_A_Pixel 9/10 Series_Awareness_SD Video_251231
2026-03-03,0,0.0,0,0,0,0,0,0,0,0,0,0,CPC,PAUSED,,35.0,0,0,,0,0,539259492672172,0,0,EUR,0,0,0,0,0,0,0,0,,0,46318,0,0,0,,0.0,0,0,0,0,0,0,0,,0.0,0,,0,0,0,0,,0,0,0,0,12_11_01_23_A_Galaxy S24/S25 Series_Awareness_SD Video_251231
2026-03-03,0,17.316909894229482,0,0,125,0,0,0,0,0,36,0,CPC,ENABLED,98.96397092933353,50.0,0,0,0.09639844691391083,0,0,547132415651697,0,0,EUR,0,3696,6467,0,7429,0,14,0,1.2263888888888888,0,14714,14,0,0,3.748828491096533,2.649245616419736,0,0,0,1,2,1,6262,0.0026777346364975233,44.15,0,3.1535714285714285,0,37345,125,0,44.15,36,64,6651,0,12_11_01_03_A_iPhone All_SD_NTB
2026-03-04,0,0.0,0,0,0,0,0,0,0,0,0,0,CPC,PAUSED,,10.0,0,0,,0,0,346655489542613,0,0,EUR,0,0,0,0,0,0,0,0,,0,99082,0,0,0,,0.0,0,0,0,0,0,0,0,,0.0,0,,0,0,0,0,,0,0,0,0,12_11_01_23_A_Galaxy S24 Ultra_device targeting_240122
2026-03-04,0,0.0,0,0,0,0,0,0,0,0,0,0,CPC,PAUSED,,15.0,0,0,,0,0,503483720514010,0,0,EUR,0,0,0,0,0,0,0,0,,0,29302,0,0,0,,0.0,0,0,0,0,0,0,0,,0.0,0,,0,0,0,0,,0,0,0,0,12_14_00_00_A_Pixel 10 Pro XL_SD_Competitor Targeting_250822
2026-03-04,0,0.0,0,0,0,0,0,0,0,0,0,0,CPC,PAUSED,,20.0,0,0,,0,0,395892497853418,0,0,EUR,0,0,0,0,0,0,0,0,,0,172672,0,0,0,,0.0,0,0,0,0,0,0,0,,0.0,0,,0,0,0,0,,0,0,0,0,12_11_01_09_A_Pixel 10 Pro/10_SD_Competitor Targeting_250822
2026-03-04,0,0.0,0,0,0,0,0,0,0,0,0,0,VCPM,PAUSED,,30.0,0,0,,0,0,529678866877902,0,0,EUR,0,0,0,0,0,0,0,0,,0,24592,0,0,0,,0.0,0,0,0,0,0,0,0,,0.0,0,,0,0,0,0,,0,0,0,0,12_11_01_03_A_iPhone 17 Pro_SD_AMC
2026-03-04,0,0.0,0,0,0,0,0,0,0,0,0,0,VCPM,PAUSED,,70.0,0,0,,0,0,436540973639646,0,0,EUR,0,0,0,0,0,0,0,0,,0,31418,0,0,0,,0.0,0,0,0,0,0,0,0,,0.0,0,,0,0,0,0,,0,0,0,0,12_11_01_03_A_iPhone 17 Pro Max_SD_AMC
2026-03-04,0,0.0,0,0,0,0,0,0,0,0,0,0,VCPM,PAUSED,,40.0,0,0,,0,0,537234128262702,0,0,EUR,0,0,0,0,0,0,0,0,,0,337613,0,0,0,,0.0,0,0,0,0,0,0,0,,0.0,0,,0,0,0,0,,0,0,0,0,12_11_01_03_A_iPhone 17 Pro_SD_Category
2026-03-04,0,0.0,0,0,0,0,0,0,0,0,0,0,VCPM,ARCHIVED,,30.0,0,0,,0,0,527659191025623,0,0,EUR,0,0,0,0,0,0,0,0,,0,18,0,0,0,,0.0,0,0,0,0,0,0,0,,0.0,0,,0,0,0,0,,0,0,0,0,12_13_02_23_Galaxy Tab S11_RAP_UHP GR_B0FFJWP1Q7_B0FFJGD1S9_chaeeun_250908
2026-03-04,0,0.0,0,0,0,0,0,0,0,0,0,0,VCPM,PAUSED,,100.0,0,0,,0,0,510827302336360,0,0,EUR,0,0,0,0,0,0,0,0,,0,315314,0,0,0,,0.0,0,0,0,0,0,0,0,,0.0,0,,0,0,0,0,,0,0,0,0,12_11_01_03_A_iPhone 17 Pro Max_SD_Category
2026-03-04,0,0.0,0,0,0,0,0,0,0,0,0,0,VCPM,PAUSED,,20.0,0,0,,0,0,473009281391109,0,0,EUR,0,0,0,0,0,0,0,0,,0,103752,0,0,0,,0.0,0,0,0,0,0,0,0,,0.0,0,,0,0,0,0,,0,0,0,0,12_11_01_09_A_Pixel 9/10 Series_Awareness_SD_250930
2026-03-04,0,0.0,0,0,0,0,0,0,0,0,0,0,VCPM,PAUSED,,15.0,0,0,,0,0,359464292824345,0,0,EUR,0,0,0,0,0,0,0,0,,0,56649,0,0,0,,0.0,0,0,0,0,0,0,0,,0.0,0,,0,0,0,0,,0,0,0,0,12_11_01_23_A_Galaxy S23/S24/S25 Series_Awareness_SD_251001
2026-03-04,0,0.0,0,0,0,0,0,0,0,0,0,0,VCPM,PAUSED,,50.0,0,0,,0,0,490587420079060,0,0,EUR,0,0,0,0,0,0,0,0,,0,57668,0,0,0,,0.0,0,0,0,0,0,0,0,,0.0,0,,0,0,0,0,,0,0,0,0,12_11_01_03_A_iPhone 17_SD_Event
2026-03-04,0,0.0,0,0,0,0,0,0,0,0,0,0,VCPM,PAUSED,,50.0,0,0,,0,0,305201489303707,0,0,EUR,0,0,0,0,0,0,0,0,,0,80694,0,0,0,,0.0,0,0,0,0,0,0,0,,0.0,0,,0,0,0,0,,0,0,0,0,12_11_01_03_A_iPhone 16_SD_Event
2026-03-04,0,0.0,0,0,0,0,0,0,0,0,0,0,CPC,PAUSED,,80.0,0,0,,0,0,331826307759906,0,0,EUR,0,0,0,0,0,0,0,0,,0,283545,0,0,0,,0.0,0,0,0,0,0,0,0,,0.0,0,,0,0,0,0,,0,0,0,0,12_11_01_03_A_iPhone 17_SD_Event_NEW
2026-03-04,0,0.0,0,0,0,0,0,0,0,0,0,0,VCPM,PAUSED,,100.0,0,0,,0,0,435116855882659,0,0,EUR,0,0,0,0,0,0,0,0,,0,6691,0,0,0,,0.0,0,0,0,0,0,0,0,,0.0,0,,0,0,0,0,,0,0,0,0,12_14_00_00_A_Common_ALL_25BFCM_SD
