item-name,item-description,listing-id,seller-sku,price,quantity,open-date,image-url,item-is-marketplace,product-id-type,zshop-shipping-fee,item-note,item-condition,zshop-category1,zshop-browse-path,zshop-storefront-feature,asin1,asin2,asin3,will-ship-internationally,expedited-shipping,zshop-boldface,product-id,bid-for-featured-placement,add-delete,pending-quantity,fulfillment-channel,merchant-shipping-group,status,Minimum order quantity,Sell remainder
Spigen Rugged Armor Hülle Kompatibel mit iPhone 8 und iPhone 7 -Schwarz,"Entwickelt für das Rund-um Schutz des Handys, sodass alle Anschlüsse und Buttons bestens zu erreichen sind; Die Air Cushion Technologie ist in den meisten Hüllen integriert speziell für den Eckschutz; Der erhöhte Rand rund um das Display und Kamera schützt diese vor Kratzer und Brüchen",0414XK8WHEJ,042CS20441PAN,14.99,,14/04/2020 08:19:27 MEST,,y,4,,,11.0,,,,B01GIVX7TA,,,,,,8809466645570,,,,AMAZON_EU,Standardvorlage Amazon,Active,,
"Spigen Slim Armor CS Hülle Kompatibel mit iPhone SE 2022 5G, iPhone SE 2020, iPhone 8 und iPhone 7 -Gunmetal","Entwickelt für das Rund-um Schutz des Handys, sodass alle Anschlüsse und Buttons bestens zu erreichen sind; Die Air Cushion Technologie ist in den meisten Hüllen integriert speziell für den Eckschutz; Der erhöhte Rand rund um das Display und Kamera schützt diese vor Kratzer und Brüchen",0414XKB6279,042CS20453PAN,22.99,,14/04/2020 08:19:27 MEST,,y,4,,,11.0,,,,B01GIVWS2C,,,,,,8809466645693,,,,AMAZON_EU,Standardvorlage Amazon,Active,,False
"Spigen Slim Armor CS Hülle Kompatibel mit iPhone SE 2022 5G, iPhone SE 2020, iPhone 8 und iPhone 7 -Schwarz","Entwickelt für das Rund-um Schutz des Handys, sodass alle Anschlüsse und Buttons bestens zu erreichen sind; Die Air Cushion Technologie ist in den meisten Hüllen integriert speziell für den Eckschutz; Der erhöhte Rand rund um das Display und Kamera schützt diese vor Kratzer und Brüchen",0414XK7TLPM,042CS20455PAN,22.99,,14/04/2020 08:19:27 MEST,,y,4,,,11.0,,,,B01GIVWWG4,,,,,,8809466645716,,,,AMAZON_EU,Standardvorlage Amazon,Active,,False
Spigen Liquid Air Hülle Kompatibel mit iPhone SE 2020 Kompatibel mit iPhone 8 -Schwarz - 4.7 Zoll,"Entwickelt für das Rund-um Schutz des Handys, sodass alle Anschlüsse und Buttons bestens zu erreichen sind; Die Air Cushion Technologie ist in den meisten Hüllen integriert speziell für den Eckschutz; Der erhöhte Rand rund um das Display und Kamera schützt diese vor Kratzer und Brüchen",0227XGHWJ5D,042CS20511PAN,14.99,,27/02/2020 08:45:48 MET,,y,4,,,11.0,,,,B01GIVX5M4,,,,,,8809466646270,,,,AMAZON_EU,Standardvorlage Amazon,Active,,False
Spigen Ultra Hybrid 2 iPhone 8/7 Hülle (042CS20926) Einteilige Handyhülle Durchsichtige PC Rückschale Silikon Bumper Schutzhülle Case (Schwarz),"Entwickelt für das Rund-um Schutz des Handys, sodass alle Anschlüsse und Buttons bestens zu erreichen sind; Die Air Cushion Technologie ist in den meisten Hüllen integriert speziell für den Eckschutz; Der erhöhte Rand rund um das Display und Kamera schützt diese vor Kratzer und Brüchen",0316YF66T9T,042CS20926EUP,16.99,,16/03/2021 04:14:53 MET,,y,4,,,11.0,,,,B01M1SCIOV,,,,,,8809466649905,,,,AMAZON_EU,Standardvorlage Amazon,Active,,False
"Spigen Ultra Hybrid Hülle Kompatibel mit iPhone SE 2022 5G, iPhone SE 2020, iPhone 8 und iPhone 7 -Crystal Clear","Entwickelt für das Rund-um Schutz des Handys, sodass alle Anschlüsse und Buttons bestens zu erreichen sind; Die Air Cushion Technologie ist in den meisten Hüllen integriert speziell für den Eckschutz; Der erhöhte Rand rund um das Display und Kamera schützt diese vor Kratzer und Brüchen",0708Y461AF0,042CS20927EUP,16.99,,08/07/2021 04:17:16 MEST,,y,4,,,11.0,,,,B01M0USRWG,,,,,,8809466649912,,,,AMAZON_EU,Standardvorlage Amazon,Active,,False
Spigen Liquid Air Hülle Kompatibel mit iPhone XS und Kompatibel mit iPhone X -Schwarz,"Entwickelt für das Rund-um Schutz des Handys, sodass alle Anschlüsse und Buttons bestens zu erreichen sind; Die Air Cushion Technologie ist in den meisten Hüllen integriert speziell für den Eckschutz; Der erhöhte Rand rund um das Display und Kamera schützt diese vor Kratzer und Brüchen",0410XCR35ZZ,057CS22123PAN,14.99,,10/04/2020 08:47:22 MEST,,y,4,,,11.0,,,,B074CMWM9H,,,,,,8809565300202,,,,AMAZON_EU,Standardvorlage Amazon,Active,,False
Spigen Ultra Hybrid Hülle Kompatibel mit iPhone XS und Kompatibel mit iPhone X -Schwarz,"Entwickelt für das Rund-um Schutz des Handys, sodass alle Anschlüsse und Buttons bestens zu erreichen sind; Die Air Cushion Technologie ist in den meisten Hüllen integriert speziell für den Eckschutz; Der erhöhte Rand rund um das Display und Kamera schützt diese vor Kratzer und Brüchen",0410XCO4721,057CS22129PAN,16.99,,10/04/2020 08:47:22 MEST,,y,4,,,11.0,,,,B074CMHQW5,,,,,,8809565300264,,,,AMAZON_EU,Standardvorlage Amazon,Active,,False
Spigen Rugged Armor Hülle Kompatibel mit Apple Watch Serie 7 41mm 6 SE 5 4 40mm - Schwarz,"Die Spigen Rugged Armor Hülle ist speziell zum Schutz des Geräts bestimmt.<br>Die Form der Schutzhülle im Bumper-Style ist für das Handy maßgeschneidert. Alle Anschlüsse und Buttons sind bestens zu erreichen und leicht zu bedienen.<br>Der Kamera-Ausschnitt schützt das Objektiv und stört dabei nicht bei Aufnahmen mit dem Handy.<br>Durch das hochwertige Material, ein Premium TPU Silikon im Karbon-Look, wird das Handy vor Stößen und Beschädigungen geschützt.<br>Dabei bietet die Hülle eine angenehme Haptik und einen guten Grip.<br>",0416XOTT6P5,061CS24480PAN,13.99,,16/04/2020 05:05:24 MEST,,y,4,,,11.0,,,,B07HSK96MZ,,,,,,8809613760460,,,,AMAZON_EU,Standardvorlage Amazon,Active,,False
"Spigen NeoFlex Schutzfolie kompatibel mit Apple Watch SE 3/2/1(40mm), Apple Watch 9/8/7(41mm), 6/5/4(40mm), 3 Stück, TPU Folie, Wasser Installation, Vollständige Abdeckung",,1210F5SMH9N,061FL25575PAN,12.99,,10/12/2025 07:44:45 MET,,y,4,,,11.0,,,,B07NTPQ1J3,,,,,,8809640250200,,,,AMAZON_EU,Standardvorlage Amazon,Active,,
Spigen Modern Fit Entwickelt für Apple Watch Armband für 40mm/38mm Series 6/SE/5/4/3/2/1 - Roségold,Die Modern Fit verleiht der Apple Watch ein stilvolles Aussehen mit Langlebigkeit. Die Edelstahlbänder bieten einen sicheren Sitz und Verschluss für einen modernen und polierten Look. Ein Werkzeugsatz ist im Lieferumfang enthalten. Die Länge des Bandes lässt sich mit zusätzlichen Gliedern leicht einstellen. Bewahren Sie das schlanke Design der Apple Watch mit der Modern Fit.,0416XONQSJN,061MP25944PAN,23.99,,16/04/2020 05:05:24 MEST,,y,4,,,11.0,,,,B07MTV2H5N,,,,,,8809640253560,,,,AMAZON_EU,Standardvorlage Amazon,Active,,False
Spigen Rugged Armor Hülle Kompatibel mit Apple Watch Serie 9/8/7(45mm) 6/5/SE(44mm) - Schwarz,"Die Spigen Rugged Armor Hülle ist speziell zum Schutz des Geräts bestimmt.<br>Die Form der Schutzhülle im Bumper-Style ist für das Handy maßgeschneidert. Alle Anschlüsse und Buttons sind bestens zu erreichen und leicht zu bedienen.<br>Der Kamera-Ausschnitt schützt das Objektiv und stört dabei nicht bei Aufnahmen mit dem Handy.<br>Durch das hochwertige Material, ein Premium TPU Silikon im Karbon-Look, wird das Handy vor Stößen und Beschädigungen geschützt.<br>Dabei bietet die Hülle eine angenehme Haptik und einen guten Grip.<br>",0416XOQSOV6,062CS24469PAN,13.99,,16/04/2020 05:05:24 MEST,,y,4,,,11.0,,,,B07HSS4KYJ,,,,,,8809613760354,,,,AMAZON_EU,Standardvorlage Amazon,Active,,False
Spigen Thin Fit Hülle kompatibel mit Apple Watch Serie 6 SE 5 4 44mm - Schwarz,"Der Thin Fit für die Apple Watch ist für den ultimativen Minimalisten gemacht. Das schlichte Design und die glatte Oberfläche bewahren das klassische Erscheinungsbild der Uhr. Ein starres Äußeres schützt täglich vor Stößen und Dellen, um unerwünschte Kratzer zu vermeiden. Und mit seinem hauchdünnen Rahmen und den präzisen Ausschnitten werden Sie wahrscheinlich vergessen, dass Sie sogar einen Koffer dabei haben. Hüllen Sie Ihre Apple Watch in die schlanke und schlanke Passform.",0416XOIGE72,062CS24474PAN,13.99,,16/04/2020 05:05:24 MEST,,y,4,,,11.0,,,,B07HSS8JDV,,,,,,8809613760408,,,,AMAZON_EU,Standardvorlage Amazon,Active,,False
Spigen Rugged Armor Pro Hülle mit Armband Kompatibel mit Apple Watch Serie 9/8/7(45mm) 6/5/SE(44mm) - Schwarz,"Engineered to bear our signature rugged coverage in a unibody frame. The Rugged Armor Pro provides an all-in-one experience, offering both protection with convenience. Made entirely of a durable but flexible material brings everyday shock-resistance and an easy to apply and remove. And most importantly, the simple yet innovative design bears all watch models in mind, staying compatible with all the Apple Watch Series. Secure the Apple Watch coverage with the all-new Rugged Armor Pro.",0416XOJW086,062CS25324PAN,19.99,,16/04/2020 05:05:24 MEST,,y,4,,,11.0,,,,B07HSSDV4S,,,,,,8809613768060,,,,AMAZON_EU,Standardvorlage Amazon,Active,,False
Spigen Rugged Armor Pro Hülle mit Armband Kompatibel mit Apple Watch Serie 9/8/7(45mm) 6/5/SE(44mm) - Militärgrün,"Engineered to bear our signature rugged coverage in a unibody frame. The Rugged Armor Pro provides an all-in-one experience, offering both protection with convenience. Made entirely of a durable but flexible material brings everyday shock-resistance and an easy to apply and remove. And most importantly, the simple yet innovative design bears all watch models in mind, staying compatible with all the Apple Watch Series. Secure the Apple Watch coverage with the all-new Rugged Armor Pro.",0416XOZNIOB,062CS26016PAN,23.99,,16/04/2020 05:05:24 MEST,,y,4,,,11.0,,,,B07N1YYKM1,,,,,,8809640254222,,,,AMAZON_EU,Standardvorlage Amazon,Active,,False
"Spigen Modern Fit Metall Armband Entwickelt für Apple Watch Ultra 3/2/1 49mm, Serie 11/10 46mm und Serie 9/8/7/SE 45mm,44mm Edelstahl - Schwarz","Spigen ist gegründet im Jahr 2008 und seitdem sind unsere Produkte weltweit erhältlich. Was macht unser Produkt einzigartig? Slim Protection. Pünktliche Verfügbarkeit. Große Auswahl an Geräten. Erstklassige Qualität. Unser Ziel ist es, der Branchenführer für mobiles Zubehör zu sein. Unser Ziel ist es, die besten Standards für unsere Produkte zu setzen und gleichzeitig kontinuierlich an der Produktentwicklung zu arbeiten.",0706Y1L4C3L,062MP25403PAN,22.99,,07/07/2021 01:26:23 MEST,,y,4,,,11.0,,,,B07MFBLV3P,,,,,,8809613768824,,,,AMAZON_EU,Standardvorlage Amazon,Active,,False
"Spigen Modern Fit Metall Armband Entwickelt für Apple Watch Ultra 3/2/1 49mm, Serie 11/10 46mm und Serie 9/8/7/SE 45mm,44mm Edelstahl - Silber",Die Modern Fit verleiht der Apple Watch ein stilvolles Aussehen mit Langlebigkeit. Die Edelstahlbänder bieten einen sicheren Sitz und Verschluss für einen modernen und polierten Look. Ein Werkzeugsatz ist im Lieferumfang enthalten. Die Länge des Bandes lässt sich mit zusätzlichen Gliedern leicht einstellen. Bewahren Sie das schlanke Design der Apple Watch mit der Modern Fit.,0416XOJWDAL,062MP25404PAN,22.99,,16/04/2020 05:05:24 MEST,,y,4,,,11.0,,,,B07MHXZHJ1,,,,,,8809613768831,,,,AMAZON_EU,Standardvorlage Amazon,Active,,False
"Spigen Glas.tR EZ Fit Schutzfolie kompatibel mit iPhone 11 Pro, iPhone XS, iPhone X, 2 Stück, Kratzfest, 9H Härte Folie",,0410XCT0ZAA,063GL25358PAN,15.99,,10/04/2020 09:53:35 MEST,,y,1,,,11.0,,,,B07HRYZFN3,,,,,,B07HRYZFN3,,,,AMAZON_EU,Standardvorlage Amazon,Active,,False
Spigen Liquid Air Hülle Kompatibel mit iPhone XR -Schwarz,"Entwickelt für das Rund-um Schutz des Handys, sodass alle Anschlüsse und Buttons bestens zu erreichen sind; Die Air Cushion Technologie ist in den meisten Hüllen integriert speziell für den Eckschutz; Der erhöhte Rand rund um das Display und Kamera schützt diese vor Kratzer und Brüchen",0423X5LJMOK,064CS24872PAN,14.99,,23/04/2020 07:51:31 MEST,,y,4,,,11.0,,,,B07GJKQD4Z,,,,,,8809613763935,,,,AMAZON_EU,Standardvorlage Amazon,Active,,
Spigen Tough Armor Hülle Kompatibel mit iPhone XR -Schwarz,"Entwickelt für das Rund-um Schutz des Handys, sodass alle Anschlüsse und Buttons bestens zu erreichen sind; Die Air Cushion Technologie ist in den meisten Hüllen integriert speziell für den Eckschutz; Der erhöhte Rand rund um das Display und Kamera schützt diese vor Kratzer und Brüchen",0410XCP6MOI,064CS24876PAN,22.89,,10/04/2020 08:47:22 MEST,,y,4,,,11.0,,,,B07GJKQC4R,,,,,,8809613763973,,,,AMAZON_EU,Standardvorlage Amazon,Active,,
"Spigen Glas.tR EZ Fit Schutzfolie kompatibel mit iPhone 11, iPhone XR",,0409Y00YS7B,064GL25166PAN,15.99,,09/04/2021 09:07:50 MEST,,y,1,,,11.0,,,,B07GX33WVR,,,,,,B07GX33WVR,,,,AMAZON_EU,Standardvorlage Amazon,Active,,False
"Spigen Glas.tR EZ Fit Schutzfolie kompatibel mit iPhone 11 Pro Max, iPhone XS Max, 2 Stück, Kratzfest, 9H Härte Folie",,0410XCTM2LR,065GL25359PAN,15.99,,10/04/2020 09:53:35 MEST,,y,1,,,11.0,,,,B07HRZPYP2,,,,,,B07HRZPYP2,,,,AMAZON_EU,Standardvorlage Amazon,Active,,
Spigen Thin Fit Entwicklet für MacBook Pro 13 Hülle A2338 M1 / A2251 / A2289 (2020) - Schwarz,"Spigen ist gegründet im Jahr 2008 und seitdem sind unsere Produkte weltweit erhältlich. Was macht unser Produkt einzigartig? Slim Protection. Pünktliche Verfügbarkeit. Große Auswahl an Geräten. Erstklassige Qualität. Unser Ziel ist es, der Branchenführer für mobiles Zubehör zu sein. Unser Ziel ist es, die besten Standards für unsere Produkte zu setzen und gleichzeitig kontinuierlich an der Produktentwicklung zu arbeiten.",0819XWIP0YV,070CS25965PAN,37.99,,19/08/2020 21:08:40 MEST,,y,4,,,11.0,,,,B08G9J7V6G,,,,,,8809640253713,,,,AMAZON_EU,Standardvorlage Amazon,Active,1.0,False
"Spigen Thin Fit Kompatibel mit MacBook Air A2337 M1, A2179, A1932 Retina 13 Zoll Hülle (2020/2019/2018) - Schwarz","Entworfen und überzogen mit einem stabilen Strukturstrick, der Ihrem Macbook Air Eleganz und Modernität verleiht. Die leichte und langlebige Verarbeitung von Thin Fit beugt Kratzern und Sorgen vor und bietet zusätzlichen Schutz für den täglichen Gebrauch.",0417XRYJFVU,071CS25963PAN,37.99,,17/04/2020 20:42:34 MEST,,y,4,,,11.0,,,,B07V5KKM21,,,,,,8809640253690,,,,AMAZON_EU,Standardvorlage Amazon,Active,1.0,
Spigen Urban Fit Entwickelt für Apple Airpods 1 & 2 Hülle Case [LED-Licht sichtbar] - Schwarz,"Ziehen Sie es an oder tragen Sie es ab - der Urban Fit lässt einen hochwertigen Look zu wünschen übrig. Das zweifarbige Design besteht aus einem hochwertigen Strickstoff und einer PC-Stoßstange für besseren Halt. Die Innenseite ist mit Mikrofaser ausgekleidet, um sicherzustellen, dass Ihre AirPods bequem und kratzfrei bleiben. Sorgen Sie mit dem Urban Fit dafür, dass Ihre AirPods sicher sind und gleichzeitig gut aussehen.",0413XJN5763,074CS27030PAN,17.99,,14/04/2020 01:20:20 MEST,,y,4,,,11.0,,,,B07X44LSZG,,,,,,8809640258794,,,,AMAZON_EU,Standardvorlage Amazon,Active,,False
Spigen Liquid Crystal Hülle Kompatibel mit iPhone 11 -Crystal Clear,"Entwickelt für das Rund-um Schutz des Handys, sodass alle Anschlüsse und Buttons bestens zu erreichen sind; Die Air Cushion Technologie ist in den meisten Hüllen integriert speziell für den Eckschutz; Der erhöhte Rand rund um das Display und Kamera schützt diese vor Kratzer und Brüchen",0410XCQDV6Q,076CS27179PAN,14.49,,10/04/2020 08:47:22 MEST,,y,4,,,11.0,,,,B07SZHHK5L,,,,,,8809671010248,,,,AMAZON_EU,Standardvorlage Amazon,Active,,
Spigen Rugged Armor Hülle Kompatibel mit iPhone 11 -Schwarz,"Entwickelt für das Rund-um Schutz des Handys, sodass alle Anschlüsse und Buttons bestens zu erreichen sind; Die Air Cushion Technologie ist in den meisten Hüllen integriert speziell für den Eckschutz; Der erhöhte Rand rund um das Display und Kamera schützt diese vor Kratzer und Brüchen",0417XQTCB30,076CS27183PAN,14.5,,17/04/2020 08:30:01 MEST,,y,4,,,11.0,,,,B07SZHKGZJ,,,,,,8809671010286,,,,AMAZON_EU,Standardvorlage Amazon,Active,,
Spigen für iPhone 11 Liquid Air Hülle Case Handyhülle -Matte Black,"Entwickelt für das Rund-um Schutz des Handys, sodass alle Anschlüsse und Buttons bestens zu erreichen sind; Die Air Cushion Technologie ist in den meisten Hüllen integriert speziell für den Eckschutz; Der erhöhte Rand rund um das Display und Kamera schützt diese vor Kratzer und Brüchen",0410XCO6DIJ,076CS27184PAN,14.99,,10/04/2020 08:47:22 MEST,,y,4,,,11.0,,,,B07T5XY2CJ,,,,,,8809671010293,,,,AMAZON_EU,Standardvorlage Amazon,Active,,False
Spigen für iPhone 11 Ultra Hybrid Hülle [Anti-Yellowing] Case Handyhülle Schutzhülle Cover Transparent Durchsichtig Dünn Slim -Crystal Clear,"Entwickelt für das Rund-um Schutz des Handys, sodass alle Anschlüsse und Buttons bestens zu erreichen sind; Die Air Cushion Technologie ist in den meisten Hüllen integriert speziell für den Eckschutz; Der erhöhte Rand rund um das Display und Kamera schützt diese vor Kratzer und Brüchen",0408X7U8RN2,076CS27185PAN,16.99,,08/04/2020 08:34:56 MEST,,y,4,,,11.0,,,,B07T2NBLX9,,,,,,8809671010309,,,,AMAZON_EU,Standardvorlage Amazon,Active,,False
Spigen Ultra Hybrid Hülle Kompatibel mit iPhone 11 -Matte Black,"Entwickelt für das Rund-um Schutz des Handys, sodass alle Anschlüsse und Buttons bestens zu erreichen sind; Die Air Cushion Technologie ist in den meisten Hüllen integriert speziell für den Eckschutz; Der erhöhte Rand rund um das Display und Kamera schützt diese vor Kratzer und Brüchen",0406X2QR9H8,076CS27186PAN,16.99,,06/04/2020 03:55:06 MEST,,y,4,,,11.0,,,,B07T6Y2HG7,,,,,,8809671010316,,,,AMAZON_EU,Standardvorlage Amazon,Active,,False
Spigen Tough Armor Hülle Kompatibel mit iPhone 11 -Schwarz,,0408X85X99D,076CS27190PAN,22.99,,08/04/2020 05:35:24 MEST,,y,4,,,11.0,,,,B07T2NFRFV,,,,,,8809671010354,,,,AMAZON_EU,Standardvorlage Amazon,Active,,False
Spigen Liquid Air Hülle Kompatibel mit iPhone 11 Pro Silikon Handyhülle -Schwarz,"Entwickelt für das Rund-um Schutz des Handys, sodass alle Anschlüsse und Buttons bestens zu erreichen sind; Die Air Cushion Technologie ist in den meisten Hüllen integriert speziell für den Eckschutz; Der erhöhte Rand rund um das Display und Kamera schützt diese vor Kratzer und Brüchen",0410XCN8PLT,077CS27232PAN,14.49,,10/04/2020 08:47:22 MEST,,y,4,,,11.0,,,,B07T1P48F9,,,,,,8809671010774,,,,AMAZON_EU,Standardvorlage Amazon,Active,,
Spigen Ultra Hybrid Hülle Kompatibel mit iPhone 11 Pro -Crystal Clear,"Entwickelt für das Rund-um Schutz des Handys, sodass alle Anschlüsse und Buttons bestens zu erreichen sind; Die Air Cushion Technologie ist in den meisten Hüllen integriert speziell für den Eckschutz; Der erhöhte Rand rund um das Display und Kamera schützt diese vor Kratzer und Brüchen",0410XCPGGBR,077CS27233PAN,16.99,,10/04/2020 08:47:22 MEST,,y,4,,,11.0,,,,B07T3PTHKG,,,,,,8809671010781,,,,AMAZON_EU,Standardvorlage Amazon,Active,,
Spigen Liquid Air Hülle Kompatibel mit Samsung Galaxy S8 Plus -Schwarz - 6.2 Zoll,,0715YH5DLX4,571CS21663EUP,13.99,,15/07/2021 04:48:45 MEST,,y,1,,,11.0,,,,B06XP4WS9Y,,,,,,B06XP4WS9Y,,,,AMAZON_EU,Standardvorlage Amazon,Active,,False
Spigen Liquid Air Hülle Kompatibel mit Samsung Galaxy Note 9 -Matte Black,"Entwickelt für das Rund-um Schutz des Handys, sodass alle Anschlüsse und Buttons bestens zu erreichen sind; Die Air Cushion Technologie ist in den meisten Hüllen integriert speziell für den Eckschutz; Der erhöhte Rand rund um das Display und Kamera schützt diese vor Kratzer und Brüchen",0422X1MXRYI,599CS24580PAN,13.99,,22/04/2020 05:12:19 MEST,,y,4,,,11.0,,,,B07FLZJ57M,,,,,,8809613761436,,,,AMAZON_EU,Standardvorlage Amazon,Active,,False
